229,73,113,110,16
101,85,227,4,101
37,234,64,2,73
615,503,16,134,113
144,59,478,296,34
113,188,318,112,84
17,326,144,209,18
147,207,7,219,85
115,13,253,5,199
73,19,24,15,195
